raw_text,text_tfidf,text_bert,time
﻿﻿테슬라는 날아가는데 니는 뭐하냐 진짜 왔따리갔다리만 하네,테슬라는 날아가는데 니는 뭐하냐 진짜 왔따리갔다리만 하네,테슬라는 날아가는데 니는 뭐하냐 진짜 왔따리갔다리만 하네,2025-03-24T22:52:19+09:00
﻿﻿오늘또 지수발표가 있군요 …. 제조업PMI 이놈의 지수는 매주마다 발표야 짜증나게 블랙핑크 지수나 보여주지,오늘또 지수발표가 있군요 제조업PMI 이놈의 지수는 매주마다 발표야 짜증나게 블랙핑크 지수나 보여주지,오늘또 지수발표가 있군요 . 제조업PMI 이놈의 지수는 매주마다 발표야 짜증나게 블랙핑크 지수나 보여주지,2025-03-24T21:29:16+09:00
﻿﻿122돌파,122돌파,122돌파,2025-03-25T00:14:34+09:00
﻿﻿넘빨리뺐나,넘빨리뺐나,넘빨리뺐나,2025-03-24T23:50:13+09:00
﻿﻿Loc걸고 잤는데 이게되네? 오늘 또 떨어질듯,Loc걸고 잤는데 이게되네 오늘 또 떨어질듯,Loc걸고 잤는데 이게되네? 오늘 또 떨어질듯,2025-03-27T08:09:06+09:00
﻿﻿더 모아갑니다,더 모아갑니다,더 모아갑니다,2025-03-25T00:48:22+09:00
﻿﻿니가까먹은거좀 올려봐^^,니가까먹은거좀 올려봐,니가까먹은거좀 올려봐,2025-03-28T22:41:49+09:00
﻿﻿양전이라도...,양전이라도,양전이라도...,2025-03-27T22:52:48+09:00
﻿﻿드릴 뚫고만 있네,드릴 뚫고만 있네,드릴 뚫고만 있네,2025-03-26T23:24:31+09:00
﻿﻿주식 시작을 안 좋은 타이밍에 시작했음.. 주린이인것도 있지만 도람프 덕분에 물린게 속상함ㅜㅜ 속상해서 적어봤어요... 🥹 + 무지성으로 욕심도 과해 잘못된 제 선택으로 (현재 경제로 한 층 더 물린 )투자금들이 엔비디아에 더 투자 못한게 아쉽고 속상해서 쓴 글입니다🥹 누구 탓하지 않았습니다,주식 시작을 안 좋은 타이밍에 시작했음 주린이인것도 있지만 도람프 덕분에 물린게 속상함 속상해서 적어봤어요 무지성으로 욕심도 과해 잘못된 제 선택으로 현재 경제로 한 층 더 물린 투자금들이 엔비디아에 더 투자 못한게 아쉽고 속상해서 쓴 글입니다 누구 탓하지 않았습니다,주식 시작을 안 좋은 타이밍에 시작했음.. 주린이인것도 있지만 도람프 덕분에 물린게 속상함ㅜㅜ 속상해서 적어봤어요... 무지성으로 욕심도 과해 잘못된 제 선택으로 현재 경제로 한 층 더 물린 투자금들이 엔비디아에 더 투자 못한게 아쉽고 속상해서 쓴 글입니다 누구 탓하지 않았습니다,2025-04-01T13:54:32+09:00
﻿﻿ㅋㅋㅋ왜이륰,왜이륰,ㅋㅋㅋ왜이륰,2025-03-27T07:24:38+09:00
﻿﻿세일인가요?,세일인가요,세일인가요?,2025-03-28T17:08:16+09:00
﻿﻿이제 올라가는거지? 젠슨,이제 올라가는거지 젠슨,이제 올라가는거지? 젠슨,2025-03-28T01:17:15+09:00
﻿﻿진짜 찡찡이들 정규장도 아니고 데이장 45분 밖에 안됐는데 세상 망했노  왜샀냐?,진짜 찡찡이들 정규장도 아니고 데이장 45분 밖에 안됐는데 세상 망했노 왜샀냐,진짜 찡찡이들 정규장도 아니고 데이장 45분 밖에 안됐는데 세상 망했노 왜샀냐?,2025-03-25T09:46:25+09:00
﻿﻿추매입니까? 손절입니까?,추매입니까 손절입니까,추매입니까? 손절입니까?,2025-03-30T23:03:34+09:00
﻿﻿아니 엔비야ㅋㅋ 애플 호재랑. 요즘 얼마안올라서 안떨어질줄 알고 테슬라에서 넘어왔는데.. 넌 도대첵 왜떨어지니????ㅋㅋㅋㅋㅋ,아니 엔비야 애플 호재랑 요즘 얼마안올라서 안떨어질줄 알고 테슬라에서 넘어왔는데 넌 도대첵 왜떨어지니,아니 엔비야ㅋㅋ 애플 호재랑. 요즘 얼마안올라서 안떨어질줄 알고 테슬라에서 넘어왔는데.. 넌 도대첵 왜떨어지니????ㅋㅋㅋㅋㅋ,2025-03-26T10:46:19+09:00
﻿﻿비오늘비가많이올지알얐는대살짝왔내요비가많이왔으면좋갰내요,비오늘비가많이올지알얐는대살짝왔내요비가많이왔으면좋갰내요,비오늘비가많이올지알얐는대살짝왔내요비가많이왔으면좋갰내요,2025-03-27T12:42:21+09:00
﻿﻿오늘 내 세상이 무너졌다... 아빠엄마...... 불효자라 미안해.......,오늘 내 세상이 무너졌다 아빠엄마 불효자라 미안해,오늘 내 세상이 무너졌다... 아빠엄마...... 불효자라 미안해.......,2025-03-31T09:12:55+09:00
﻿﻿미주식 그만해야겟다 진자... 내년에올게오ㅠ,미주식 그만해야겟다 진자 내년에올게오,미주식 그만해야겟다 진자... 내년에올게오ㅠ,2025-03-29T01:25:59+09:00
﻿﻿5시 되가니까 여지없이 빠지네ㅋㅋㅋ 전 세계인들이 단타의 민족을 무서워함ㅋ,5시 되가니까 여지없이 빠지네 전 세계인들이 단타의 민족을 무서워함,5시 되가니까 여지없이 빠지네ㅋㅋㅋ 전 세계인들이 단타의 민족을 무서워함ㅋ,2025-03-28T16:53:01+09:00
﻿﻿놀라운건 아직 나스닥이 18000,놀라운건 아직 나스닥이 18000,놀라운건 아직 나스닥이 18000,2025-03-26T23:18:04+09:00
﻿﻿화요일날 178000원까지 갔다가 지금까지 10000원을 떨구네. 일단 탈출하고 다시 들가야겠네요,화요일날 178000원까지 갔다가 지금까지 10000원을 떨구네 일단 탈출하고 다시 들가야겠네요,화요일날 178000원까지 갔다가 지금까지 10000원을 떨구네. 일단 탈출하고 다시 들가야겠네요,2025-03-27T00:55:26+09:00
﻿﻿오늘 같은 날 130은 거줘야지 할 말이 읍다..,오늘 같은 날 130은 거줘야지 할 말이 읍다,오늘 같은 날 130은 거줘야지 할 말이 읍다..,2025-03-24T22:54:33+09:00
﻿﻿역시 ㅉㄲ 들은 도움이 안돼,역시 들은 도움이 안돼,역시 ㅉㄲ 들은 도움이 안돼,2025-03-26T23:36:15+09:00
﻿﻿호재든 악재든 지금 다필요없고 트럼프 입만 전세계인이 처다보고있는게 말이되나...하 힘들다,호재든 악재든 지금 다필요없고 트럼프 입만 전세계인이 처다보고있는게 말이되나하 힘들다,호재든 악재든 지금 다필요없고 트럼프 입만 전세계인이 처다보고있는게 말이되나...하 힘들다,2025-03-31T13:23:11+09:00
﻿﻿엔비는 신이야,엔비는 신이야,엔비는 신이야,2025-03-28T21:22:28+09:00
﻿﻿바닥 잡으신 분 축하드리고 저는 살려주세요,바닥 잡으신 분 축하드리고 저는 살려주세요,바닥 잡으신 분 축하드리고 저는 살려주세요,2025-04-01T18:19:51+09:00
﻿﻿폭격맞누;;;,폭격맞누,폭격맞누,2025-03-28T22:32:10+09:00
﻿﻿오우 양전?!,오우 양전,오우 양전?!,2025-04-02T00:06:24+09:00
﻿﻿제발,제발,제발,2025-03-24T23:17:39+09:00
﻿﻿오랜만에 볼수있것네 ㅡ ㅡ,오랜만에 볼수있것네,오랜만에 볼수있것네 ㅡ ㅡ,2025-03-26T22:47:37+09:00
﻿﻿진짜^^매일 횡보 떨어지기 횡보 떨어지기 지겹다 거Geee,진짜매일 횡보 떨어지기 횡보 떨어지기 지겹다 거Geee,진짜매일 횡보 떨어지기 횡보 떨어지기 지겹다 거Geee,2025-03-28T21:35:52+09:00
﻿﻿백구에 진입했는데 과연 월요일 운명은?,백구에 진입했는데 과연 월요일 운명은,백구에 진입했는데 과연 월요일 운명은?,2025-03-29T15:43:18+09:00
﻿﻿여기도 이제 준비중인가,여기도 이제 준비중인가,여기도 이제 준비중인가,2025-04-01T20:19:11+09:00
﻿﻿관세수익때문 아님 해외에있는 공장들 미국으로 들어 오라는 눈치 주는거야 코로나때 해외 물자들이 막혀서 미국  물가 날리남 내 땅에 있는 공장은 다른나라 공장이라도  미국이 맘대로 할수 있음 중국 러시아 처럼 결국 관세 전쟁은 미국이 승리 합니다 세계의 최대 소비국들이 미국동맹  중국은 알리익스프레스 물건들만 쓰는 나라 제대로된 물건 봤냐???,관세수익때문 아님 해외에있는 공장들 미국으로 들어 오라는 눈치 주는거야 코로나때 해외 물자들이 막혀서 미국 물가 날리남 내 땅에 있는 공장은 다른나라 공장이라도 미국이 맘대로 할수 있음 중국 러시아 처럼 결국 관세 전쟁은 미국이 승리 합니다 세계의 최대 소비국들이 미국동맹 중국은 알리익스프레스 물건들만 쓰는 나라 제대로된 물건 봤냐,관세수익때문 아님 해외에있는 공장들 미국으로 들어 오라는 눈치 주는거야 코로나때 해외 물자들이 막혀서 미국 물가 날리남 내 땅에 있는 공장은 다른나라 공장이라도 미국이 맘대로 할수 있음 중국 러시아 처럼 결국 관세 전쟁은 미국이 승리 합니다 세계의 최대 소비국들이 미국동맹 중국은 알리익스프레스 물건들만 쓰는 나라 제대로된 물건 봤냐???,2025-03-28T18:20:54+09:00
﻿﻿공포에 잔다😴,공포에 잔다,공포에 잔다,2025-03-31T11:19:03+09:00
﻿﻿오른것도 없이 다빼네 하ㅡㅡ 엔비 썩을,오른것도 없이 다빼네 하 엔비 썩을,오른것도 없이 다빼네 하ㅡㅡ 엔비 썩을,2025-03-25T22:38:17+09:00
﻿﻿무엇가 생산해서 돈을 버는것도 아닌데도 주가 상승하는 MSTR도 있는데 이놈은 왜 내리하락만 할까요? ㅎㅎ  답답한 마음에 MSTR을 예를 들었습니다. 혹여 MSTR 주주분들 마음 상하셨다면 죄송합니다~,무엇가 생산해서 돈을 버는것도 아닌데도 주가 상승하는 MSTR도 있는데 이놈은 왜 내리하락만 할까요 답답한 마음에 MSTR을 예를 들었습니다 혹여 MSTR 주주분들 마음 상하셨다면 죄송합니다,무엇가 생산해서 돈을 버는것도 아닌데도 주가 상승하는 MSTR도 있는데 이놈은 왜 내리하락만 할까요? ㅎㅎ 답답한 마음에 MSTR을 예를 들었습니다. 혹여 MSTR 주주분들 마음 상하셨다면 죄송합니다,2025-03-27T16:15:52+09:00
﻿﻿엔비 같은 주식을 살 때는 잘될 거라는 믿음이 있어서 산거 아님?  단타치러 갈거면 아이온큐나 리게티로 빠지셈  기다리면 오를 주식 떨어지면 추가 매수 하는거지 그러게 현금을 보유하고 있어야지  오르면 떨어지기도 하는거고 저점에 비하면 많이 올라왔는데 계속 칭얼대네ㅋㅋㅋㅋ,엔비 같은 주식을 살 때는 잘될 거라는 믿음이 있어서 산거 아님 단타치러 갈거면 아이온큐나 리게티로 빠지셈 기다리면 오를 주식 떨어지면 추가 매수 하는거지 그러게 현금을 보유하고 있어야지 오르면 떨어지기도 하는거고 저점에 비하면 많이 올라왔는데 계속 칭얼대네,엔비 같은 주식을 살 때는 잘될 거라는 믿음이 있어서 산거 아님? 단타치러 갈거면 아이온큐나 리게티로 빠지셈 기다리면 오를 주식 떨어지면 추가 매수 하는거지 그러게 현금을 보유하고 있어야지 오르면 떨어지기도 하는거고 저점에 비하면 많이 올라왔는데 계속 칭얼대네ㅋㅋㅋㅋ,2025-03-27T16:44:17+09:00
﻿﻿탈출좀 가자 제빌 ㅠㅠㅠㅠㅠ 다른거 물좀 타게ㅠㅠ,탈출좀 가자 제빌 다른거 물좀 타게,탈출좀 가자 제빌 ㅠㅠㅠㅠㅠ 다른거 물좀 타게ㅠㅠ,2025-03-24T22:53:45+09:00
﻿﻿술마시고 왔는데 니가 그렇지 ㅋㅋㅋㅋㅋ 좀 뚫어라 진짜 어루워투어누초우아우,술마시고 왔는데 니가 그렇지 좀 뚫어라 진짜 어루워투어누초우아우,술마시고 왔는데 니가 그렇지 ㅋㅋㅋㅋㅋ 좀 뚫어라 진짜 어루워투어누초우아우,2025-03-24T19:31:20+09:00
﻿﻿오 기술적 되돌림 보여주나?,오 기술적 되돌림 보여주나,오 기술적 되돌림 보여주나?,2025-03-27T18:09:56+09:00
﻿﻿그럼 바로 올인할게.......  기다리자 기다리자...   매수버튼 보지말자...,그럼 바로 올인할게 기다리자 기다리자 매수버튼 보지말자,그럼 바로 올인할게....... 기다리자 기다리자... 매수버튼 보지말자...,2025-03-27T02:15:42+09:00
﻿﻿경제가 안좋으니 그 여파가 확 보이네요.,경제가 안좋으니 그 여파가 확 보이네요,경제가 안좋으니 그 여파가 확 보이네요.,2025-04-01T09:15:02+09:00
﻿﻿오늘은 롱입니다,오늘은 롱입니다,오늘은 롱입니다,2025-03-27T11:01:14+09:00
﻿﻿엔비  국장에 닉스. 한미반도체까지 전멸이네 ㅠ,엔비 국장에 닉스 한미반도체까지 전멸이네,엔비 국장에 닉스. 한미반도체까지 전멸이네 ㅠ,2025-03-31T10:50:55+09:00
﻿﻿125불은 가야 몰리겠네….,125불은 가야 몰리겠네,125불은 가야 몰리겠네.,2025-03-24T22:42:27+09:00
﻿﻿오늘 본장 기대되네...므흣...,오늘 본장 기대되네므흣,오늘 본장 기대되네...므흣...,2025-03-24T14:43:16+09:00
﻿﻿평125 넘는사람?,평125 넘는사람,평125 넘는사람?,2025-03-24T18:09:45+09:00
﻿﻿물렸네,물렸네,물렸네,2025-03-27T22:14:55+09:00
﻿﻿아주그냥 끝없는 추락이구만,아주그냥 끝없는 추락이구만,아주그냥 끝없는 추락이구만,2025-03-28T09:07:09+09:00
﻿﻿기어코 120깨네,기어코 120깨네,기어코 120깨네,2025-03-25T22:35:59+09:00
﻿﻿이게 진짜..심하네  욕나오는구나  진짜...,이게 진짜심하네 욕나오는구나 진짜,이게 진짜..심하네 욕나오는구나 진짜...,2025-03-26T22:47:55+09:00
﻿﻿엔비야~이제 끝이 없어 그만 내려와,엔비야이제 끝이 없어 그만 내려와,엔비야이제 끝이 없어 그만 내려와,2025-03-29T01:10:52+09:00
﻿﻿이런건 왜찍히는거임? 진짜 채결된겅ㅁ??,이런건 왜찍히는거임 진짜 채결된겅,이런건 왜찍히는거임? 진짜 채결된겅ㅁ??,2025-03-27T15:44:57+09:00
﻿﻿140불 언제올까요,140불 언제올까요,140불 언제올까요,2025-03-26T11:09:41+09:00
﻿﻿대만 중국 전쟁이 엔비디아 주가에 영향을 줄까?,대만 중국 전쟁이 엔비디아 주가에 영향을 줄까,대만 중국 전쟁이 엔비디아 주가에 영향을 줄까?,2025-04-02T00:56:49+09:00
﻿﻿에휴,에휴,에휴,2025-03-29T01:46:37+09:00
﻿﻿이 모든 개판이 트럼프 하나 때문이니 참 뭐 화낼 기운도 안난다…,이 모든 개판이 트럼프 하나 때문이니 참 뭐 화낼 기운도 안난다,이 모든 개판이 트럼프 하나 때문이니 참 뭐 화낼 기운도 안난다,2025-03-27T15:49:50+09:00
﻿﻿더떨어줘 추매한다 !!!!,더떨어줘 추매한다,더떨어줘 추매한다 !!!!,2025-03-27T23:17:15+09:00
﻿﻿엔비업 엔비업,엔비업 엔비업,엔비업 엔비업,2025-03-24T23:42:35+09:00
﻿﻿엔비가 어쩌다 이모냥이 됐을까,엔비가 어쩌다 이모냥이 됐을까,엔비가 어쩌다 이모냥이 됐을까,2025-03-25T05:46:53+09:00
﻿﻿100갈려나?? 지금 추가 구매하는 게 나을까요??,100갈려나 지금 추가 구매하는 게 나을까요,100갈려나?? 지금 추가 구매하는 게 나을까요??,2025-03-31T20:08:40+09:00
﻿﻿4시간봉,4시간봉,4시간봉,2025-03-25T23:16:00+09:00
﻿﻿제발,제발,제발,2025-03-24T22:04:57+09:00
﻿﻿좀 흐를거 감안 하고 들어온건데 이렇게 흐를줄 몰랐다 그죠,좀 흐를거 감안 하고 들어온건데 이렇게 흐를줄 몰랐다 그죠,좀 흐를거 감안 하고 들어온건데 이렇게 흐를줄 몰랐다 그죠,2025-03-31T12:29:51+09:00
﻿﻿탈출 하고 싶어요,탈출 하고 싶어요,탈출 하고 싶어요,2025-03-29T18:25:50+09:00
﻿﻿꺄ㅑㅇ양야야양댣뎓,꺄양야야양댣뎓,꺄ㅑㅇ양야야양댣뎓,2025-03-26T23:17:12+09:00
﻿﻿아 샤블샤블 뺄걸 아까 뺄라했는데 아아아  중국 대만 전쟁 으아아아아,아 샤블샤블 뺄걸 아까 뺄라했는데 아아아 중국 대만 전쟁 으아아아아,아 샤블샤블 뺄걸 아까 뺄라했는데 아아아 중국 대만 전쟁 으아아아아,2025-03-29T00:03:24+09:00
﻿﻿120에 본드 붙혓나요?,120에 본드 붙혓나요,120에 본드 붙혓나요?,2025-03-25T15:59:47+09:00
﻿﻿한달만에 탈출 가능? 8주샀는데....,한달만에 탈출 가능 8주샀는데,한달만에 탈출 가능? 8주샀는데....,2025-04-01T23:13:06+09:00
﻿﻿개고점에서 받은거 보소ㅋㅋ,개고점에서 받은거 보소,개고점에서 받은거 보소ㅋㅋ,2025-03-29T00:23:23+09:00
﻿﻿오를 땐 암벽등반인데  떨굴 땐 자유낙하네,오를 땐 암벽등반인데 떨굴 땐 자유낙하네,오를 땐 암벽등반인데 떨굴 땐 자유낙하네,2025-03-27T08:06:21+09:00
﻿﻿한결같은 너란 아이,한결같은 너란 아이,한결같은 너란 아이,2025-04-01T22:37:24+09:00
﻿﻿2배롱 가즈아ㅏㅏㅏㅏ,2배롱 가즈아,2배롱 가즈아ㅏㅏㅏㅏ,2025-03-24T22:31:27+09:00
﻿﻿조롱할거면 숏 전재산 건거 인증하십쇼,조롱할거면 숏 전재산 건거 인증하십쇼,조롱할거면 숏 전재산 건거 인증하십쇼,2025-03-31T20:02:40+09:00
﻿﻿맛있겠다,맛있겠다,맛있겠다,2025-03-31T13:19:06+09:00
﻿﻿획실히 하락국면이구먼 하락국면 일땐 돈만 쪼그라 드는군,획실히 하락국면이구먼 하락국면 일땐 돈만 쪼그라 드는군,획실히 하락국면이구먼 하락국면 일땐 돈만 쪼그라 드는군,2025-03-29T04:09:16+09:00
﻿﻿공포가 더 커지는데,공포가 더 커지는데,공포가 더 커지는데,2025-03-28T01:43:45+09:00
﻿﻿아 존느 짜증나네,아 존느 짜증나네,아 존느 짜증나네,2025-03-28T22:34:57+09:00
﻿﻿그냥 삼,그냥 삼,그냥 삼,2025-03-26T23:37:28+09:00
﻿﻿ㅜㅜ왜 떨어지는겨..,왜 떨어지는겨,ㅜㅜ왜 떨어지는겨..,2025-03-26T23:08:33+09:00
﻿﻿아직 일봉주봉 하락추세선 이탈은 안해서 투자는 하되 지켜봐야한다고 생각해요,아직 일봉주봉 하락추세선 이탈은 안해서 투자는 하되 지켜봐야한다고 생각해요,아직 일봉주봉 하락추세선 이탈은 안해서 투자는 하되 지켜봐야한다고 생각해요,2025-03-25T03:21:38+09:00
